0 <= ... < 200 DM,24,Existing credits paid back,Car (used),12579,< 100 DM,>= 7 years,4,Female (separated/married),None,2,Unknown or none,44,None,For free,1,Management,1,Yes,Yes,2
No checking account,24,Existing credits paid back,Radio/TV,3430,500 <= ... < 1000 DM,>= 7 years,3,Male (single),None,2,Car or other,31,None,Own,1,Skilled,2,Yes,Yes,1
No checking account,9,Critical account,Car (new),2134,< 100 DM,1 <= ... < 4 years,4,Male (single),None,4,Car or other,48,None,Own,3,Skilled,1,Yes,Yes,1
< 0 DM,6,Existing credits paid back,Radio/TV,2647,500 <= ... < 1000 DM,1 <= ... < 4 years,2,Male (single),None,3,Real estate,44,None,Rent,1,Skilled,2,None,Yes,1
< 0 DM,10,Critical account,Car (new),2241,< 100 DM,< 1 year,1,Male (single),None,3,Real estate,48,None,Rent,2,Unskilled,2,None,No,1
0 <= ... < 200 DM,12,Critical account,Car (used),1804,100 <= ... < 500 DM,< 1 year,3,Male (single),None,4,Life insurance,44,None,Own,1,Skilled,1,None,Yes,1
No checking account,10,Critical account,Furniture,2069,Unknown,1 <= ... < 4 years,2,Male (married),None,1,Car or other,26,None,Own,2,Skilled,1,None,No,1
< 0 DM,6,Existing credits paid back,Furniture,1374,< 100 DM,1 <= ... < 4 years,1,Male (single),None,2,Real estate,36,Bank,Own,1,Unskilled,1,Yes,Yes,1
No checking account,6,No credits taken,Radio/TV,426,< 100 DM,>= 7 years,4,Male (married),None,4,Car or other,39,None,Own,1,Unskilled,1,None,Yes,1
>= 200 DM,12,All credits paid back,Radio/TV,409,>= 1000 DM,1 <= ... < 4 years,3,Female (separated/married),None,3,Real estate,42,None,Rent,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,7,Existing credits paid back,Radio/TV,2415,< 100 DM,1 <= ... < 4 years,3,Male (single),Guarantor,2,Real estate,34,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,60,Delay in paying,Business,6836,< 100 DM,>= 7 years,3,Male (single),None,4,Unknown or none,63,None,Own,2,Skilled,1,Yes,Yes,2
0 <= ... < 200 DM,18,Existing credits paid back,Business,1913,>= 1000 DM,< 1 year,3,Male (married),None,3,Real estate,36,Bank,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,24,Existing credits paid back,Furniture,4020,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,27,Stores,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,18,Existing credits paid back,Car (new),5866,100 <= ... < 500 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,30,None,Own,2,Skilled,1,Yes,Yes,1
No checking account,12,Critical account,Business,1264,Unknown,>= 7 years,4,Male (single),None,4,Unknown or none,57,None,Rent,1,Unskilled,1,None,Yes,1
>= 200 DM,12,Existing credits paid back,Furniture,1474,< 100 DM,< 1 year,4,Female (separated/married),None,1,Life insurance,33,Bank,Own,1,Management,1,Yes,Yes,1
0 <= ... < 200 DM,45,Critical account,Radio/TV,4746,< 100 DM,< 1 year,4,Male (single),None,2,Life insurance,25,None,Own,2,Unskilled,1,None,Yes,2
No checking account,48,Critical account,Education,6110,< 100 DM,1 <= ... < 4 years,1,Male (single),None,3,Unknown or none,31,Bank,For free,1,Skilled,1,Yes,Yes,1
>= 200 DM,18,Existing credits paid back,Radio/TV,2100,< 100 DM,1 <= ... < 4 years,4,Male (single),Co-applicant,2,Real estate,37,Stores,Own,1,Skilled,1,None,Yes,2
>= 200 DM,10,Existing credits paid back,Appliances,1225,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,37,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,9,Existing credits paid back,Radio/TV,458,< 100 DM,1 <= ... < 4 years,4,Male (single),None,3,Real estate,24,None,Own,1,Skilled,1,None,Yes,1
No checking account,30,Existing credits paid back,Radio/TV,2333,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,2,Car or other,30,Bank,Own,1,Management,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Radio/TV,1158,500 <= ... < 1000 DM,1 <= ... < 4 years,3,Male (separated),None,1,Car or other,26,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,18,Delay in paying,Repairs,6204,< 100 DM,1 <= ... < 4 years,2,Male (single),None,4,Real estate,44,None,Own,1,Unskilled,2,Yes,Yes,1
< 0 DM,30,Critical account,Car (used),6187,100 <= ... < 500 DM,4 <= ... < 7 years,1,Male (married),None,4,Car or other,24,None,Rent,2,Skilled,1,None,Yes,1
< 0 DM,48,Critical account,Car (used),6143,< 100 DM,>= 7 years,4,Female (separated/married),None,4,Unknown or none,58,Stores,For free,2,Unskilled,1,None,Yes,2
No checking account,11,Critical account,Car (new),1393,< 100 DM,< 1 year,4,Female (separated/married),None,4,Car or other,35,None,Own,2,Management,1,None,Yes,1
No checking account,36,Existing credits paid back,Radio/TV,2299,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,4,Car or other,39,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,6,Existing credits paid back,Car (used),1352,500 <= ... < 1000 DM,Unemployed,1,Female (separated/married),None,2,Life insurance,23,None,Rent,1,Unemployed,1,Yes,Yes,1
No checking account,11,Critical account,Car (new),7228,< 100 DM,1 <= ... < 4 years,1,Male (single),None,4,Life insurance,39,None,Own,2,Unskilled,1,None,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,2073,100 <= ... < 500 DM,1 <= ... < 4 years,4,Female (separated/married),Co-applicant,2,Real estate,28,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,24,Delay in paying,Furniture,2333,Unknown,< 1 year,4,Male (single),None,2,Life insurance,29,Bank,Own,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,27,Delay in paying,Car (used),5965,< 100 DM,>= 7 years,1,Male (single),None,2,Car or other,30,None,Own,2,Management,1,Yes,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,1262,< 100 DM,1 <= ... < 4 years,3,Male (single),None,2,Car or other,25,None,Own,1,Skilled,1,None,Yes,1
No checking account,18,Existing credits paid back,Car (used),3378,Unknown,1 <= ... < 4 years,2,Male (single),None,1,Life insurance,31,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,36,Delay in paying,Car (new),2225,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,57,Bank,For free,2,Skilled,1,Yes,Yes,2
No checking account,6,All credits paid back,Car (new),783,Unknown,1 <= ... < 4 years,1,Male (single),Guarantor,2,Real estate,26,Stores,Own,1,Unskilled,2,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Radio/TV,6468,Unknown,Unemployed,2,Male (single),None,1,Unknown or none,52,None,Own,1,Management,1,Yes,Yes,2
No checking account,36,Critical account,Radio/TV,9566,< 100 DM,1 <= ... < 4 years,2,Female (separated/married),None,2,Car or other,31,Stores,Own,2,Skilled,1,None,Yes,1
>= 200 DM,18,Existing credits paid back,Car (new),1961,< 100 DM,>= 7 years,3,Female (separated/married),None,2,Car or other,23,None,Own,1,Management,1,None,Yes,1
< 0 DM,36,Critical account,Furniture,6229,< 100 DM,< 1 year,4,Female (separated/married),Co-applicant,4,Unknown or none,23,None,Rent,2,Unskilled,1,Yes,Yes,2
0 <= ... < 200 DM,9,Existing credits paid back,Business,1391,< 100 DM,1 <= ... < 4 years,2,Male (married),None,1,Real estate,27,Bank,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,15,Critical account,Radio/TV,1537,Unknown,>= 7 years,4,Male (single),Guarantor,4,Real estate,50,None,Own,2,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,36,No credits taken,Business,1953,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,61,None,For free,1,Management,1,Yes,Yes,2
0 <= ... < 200 DM,48,No credits taken,Business,14421,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,25,None,Own,1,Skilled,1,Yes,Yes,2
No checking account,24,Existing credits paid back,Radio/TV,3181,< 100 DM,< 1 year,4,Female (separated/married),None,4,Life insurance,26,None,Own,1,Skilled,1,Yes,Yes,1
No checking account,27,Existing credits paid back,Repairs,5190,Unknown,>= 7 years,4,Male (single),None,4,Life insurance,48,None,Own,4,Skilled,2,Yes,Yes,1
No checking account,12,Existing credits paid back,Radio/TV,2171,< 100 DM,< 1 year,2,Female (separated/married),None,2,Car or other,29,Bank,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Car (new),1007,>= 1000 DM,1 <= ... < 4 years,4,Male (married),None,1,Real estate,22,None,Own,1,Skilled,1,None,Yes,1
No checking account,36,Existing credits paid back,Education,1819,< 100 DM,1 <= ... < 4 years,4,Male (single),None,4,Unknown or none,37,Stores,For free,1,Skilled,1,Yes,Yes,2
No checking account,36,Existing credits paid back,Radio/TV,2394,Unknown,1 <= ... < 4 years,4,Female (separated/married),None,4,Car or other,25,None,Own,1,Skilled,1,None,Yes,1
No checking account,36,Existing credits paid back,Car (used),8133,< 100 DM,1 <= ... < 4 years,1,Female (separated/married),None,2,Life insurance,30,Bank,Own,1,Skilled,1,None,Yes,1
No checking account,7,Critical account,Radio/TV,730,Unknown,>= 7 years,4,Male (single),None,2,Life insurance,46,None,Rent,2,Unskilled,1,Yes,Yes,1
< 0 DM,8,Critical account,Others,1164,< 100 DM,>= 7 years,3,Male (single),None,4,Unknown or none,51,Bank,For free,2,Management,2,Yes,Yes,1
0 <= ... < 200 DM,42,Critical account,Business,5954,< 100 DM,4 <= ... < 7 years,2,Female (separated/married),None,1,Real estate,41,Bank,Own,2,Unskilled,1,None,Yes,1
< 0 DM,36,Existing credits paid back,Education,1977,Unknown,>= 7 years,4,Male (single),None,4,Unknown or none,40,None,Own,1,Management,1,Yes,Yes,2
< 0 DM,12,Critical account,Car (used),1526,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,66,None,For free,2,Management,1,None,Yes,1
< 0 DM,42,Existing credits paid back,Radio/TV,3965,< 100 DM,< 1 year,4,Male (single),None,3,Car or other,34,None,Own,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,11,Delay in paying,Radio/TV,4771,< 100 DM,4 <= ... < 7 years,2,Male (single),None,4,Life insurance,51,None,Own,1,Skilled,1,None,Yes,1
No checking account,54,No credits taken,Car (used),9436,Unknown,1 <= ... < 4 years,2,Male (single),None,2,Life insurance,39,None,Own,1,Unskilled,2,None,Yes,1
0 <= ... < 200 DM,30,Existing credits paid back,Furniture,3832,< 100 DM,< 1 year,2,Male (married),None,1,Life insurance,22,None,Own,1,Skilled,1,None,Yes,1
No checking account,24,Existing credits paid back,Radio/TV,5943,Unknown,< 1 year,1,Female (separated/married),None,1,Car or other,44,None,Own,2,Skilled,1,Yes,Yes,2
No checking account,15,Existing credits paid back,Radio/TV,1213,500 <= ... < 1000 DM,>= 7 years,4,Male (single),None,3,Life insurance,47,Stores,Own,1,Skilled,1,Yes,Yes,1
No checking account,18,Existing credits paid back,Business,1568,100 <= ... < 500 DM,1 <= ... < 4 years,3,Female (separated/married),None,4,Life insurance,24,None,Rent,1,Unskilled,1,None,Yes,1
< 0 DM,24,Existing credits paid back,Others,1755,< 100 DM,>= 7 years,4,Female (separated/married),Guarantor,4,Real estate,58,None,Own,1,Unskilled,1,Yes,Yes,1
< 0 DM,10,Existing credits paid back,Radio/TV,2315,< 100 DM,>= 7 years,3,Male (single),None,4,Real estate,52,None,Own,1,Unskilled,1,None,Yes,1
No checking account,12,Critical account,Business,1412,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),Guarantor,2,Real estate,29,None,Own,2,Management,1,Yes,Yes,1
0 <= ... < 200 DM,18,Critical account,Furniture,1295,< 100 DM,< 1 year,4,Female (separated/married),None,1,Life insurance,27,None,Own,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,36,Existing credits paid back,Education,12612,100 <= ... < 500 DM,1 <= ... < 4 years,1,Male (single),None,4,Unknown or none,47,None,For free,1,Skilled,2,Yes,Yes,2
< 0 DM,18,Existing credits paid back,Car (new),2249,100 <= ... < 500 DM,4 <= ... < 7 years,4,Male (single),None,3,Car or other,30,None,Own,1,Management,2,Yes,Yes,1
< 0 DM,12,No credits taken,Repairs,1108,< 100 DM,4 <= ... < 7 years,4,Male (single),None,3,Real estate,28,None,Own,2,Skilled,1,None,Yes,2
No checking account,12,Critical account,Radio/TV,618,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,56,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,12,Critical account,Car (used),1409,< 100 DM,>= 7 years,4,Male (single),None,3,Real estate,54,None,Own,1,Skilled,1,None,Yes,1
No checking account,12,Critical account,Radio/TV,797,Unknown,>= 7 years,4,Female (separated/married),None,3,Life insurance,33,Bank,Own,1,Unskilled,2,None,Yes,2
>= 200 DM,24,Critical account,Furniture,3617,Unknown,>= 7 years,4,Male (single),Co-applicant,4,Unknown or none,20,None,Rent,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Car (new),1318,>= 1000 DM,>= 7 years,4,Male (single),None,4,Real estate,54,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,54,No credits taken,Business,15945,< 100 DM,< 1 year,3,Male (single),None,4,Unknown or none,58,None,Rent,1,Skilled,1,Yes,Yes,2
No checking account,12,Critical account,Education,2012,Unknown,4 <= ... < 7 years,4,Female (separated/married),None,2,Car or other,61,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,18,Existing credits paid back,Business,2622,100 <= ... < 500 DM,1 <= ... < 4 years,4,Male (single),None,4,Car or other,34,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,36,Critical account,Radio/TV,2337,< 100 DM,>= 7 years,4,Male (single),None,4,Real estate,36,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,20,Delay in paying,Car (used),7057,Unknown,4 <= ... < 7 years,3,Male (single),None,4,Life insurance,36,Bank,Rent,2,Management,2,Yes,Yes,1
No checking account,24,Existing credits paid back,Car (new),1469,100 <= ... < 500 DM,>= 7 years,4,Male (married),None,4,Real estate,41,None,Rent,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,36,Existing credits paid back,Radio/TV,2323,< 100 DM,4 <= ... < 7 years,4,Male (single),None,4,Car or other,24,None,Rent,1,Skilled,1,None,Yes,1
No checking account,6,Delay in paying,Radio/TV,932,< 100 DM,1 <= ... < 4 years,3,Female (separated/married),None,2,Real estate,24,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,9,Critical account,Furniture,1919,< 100 DM,4 <= ... < 7 years,4,Male (single),None,3,Car or other,35,None,Rent,1,Skilled,1,Yes,Yes,1
No checking account,12,Existing credits paid back,Car (used),2445,Unknown,< 1 year,2,Male (married),None,4,Car or other,26,None,Rent,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,24,Critical account,Others,11938,< 100 DM,1 <= ... < 4 years,2,Male (single),Co-applicant,3,Car or other,39,None,Own,2,Management,2,Yes,Yes,2
No checking account,18,All credits paid back,Car (new),6458,< 100 DM,>= 7 years,2,Male (single),None,4,Unknown or none,39,Bank,Own,2,Management,2,Yes,Yes,2
0 <= ... < 200 DM,12,Existing credits paid back,Car (new),6078,< 100 DM,4 <= ... < 7 years,2,Male (single),None,2,Car or other,32,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,24,Existing credits paid back,Furniture,7721,Unknown,< 1 year,1,Female (separated/married),None,2,Life insurance,30,None,Own,1,Skilled,1,Yes,No,1
0 <= ... < 200 DM,14,Existing credits paid back,Business,1410,500 <= ... < 1000 DM,>= 7 years,1,Male (married),None,2,Real estate,35,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,6,Delay in paying,Business,1449,100 <= ... < 500 DM,>= 7 years,1,Male (separated),None,2,Car or other,31,Bank,Own,2,Skilled,2,None,Yes,1
>= 200 DM,15,Existing credits paid back,Education,392,< 100 DM,< 1 year,4,Female (separated/married),None,4,Life insurance,23,None,Rent,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,18,Existing credits paid back,Car (new),6260,< 100 DM,4 <= ... < 7 years,3,Male (single),None,3,Real estate,28,None,Rent,1,Unskilled,1,None,Yes,1
No checking account,36,Critical account,Car (new),7855,< 100 DM,1 <= ... < 4 years,4,Female (separated/married),None,2,Real estate,25,Stores,Own,2,Skilled,1,Yes,Yes,2
< 0 DM,12,Existing credits paid back,Radio/TV,1680,500 <= ... < 1000 DM,>= 7 years,3,Male (married),None,1,Real estate,35,None,Own,1,Skilled,1,None,Yes,1
No checking account,48,Critical account,Radio/TV,3578,Unknown,>= 7 years,4,Male (single),None,1,Real estate,47,None,Own,1,Skilled,1,Yes,Yes,1
< 0 DM,42,Existing credits paid back,Radio/TV,7174,Unknown,4 <= ... < 7 years,4,Female (separated/married),None,3,Car or other,30,None,Own,1,Management,1,Yes,Yes,2
< 0 DM,10,Critical account,Furniture,2132,Unknown,< 1 year,2,Female (separated/married),Co-applicant,3,Real estate,27,None,Rent,2,Skilled,1,None,No,1
< 0 DM,33,Critical account,Furniture,4281,500 <= ... < 1000 DM,1 <= ... < 4 years,1,Female (separated/married),None,4,Car or other,23,None,Own,2,Skilled,1,None,Yes,2
0 <= ... < 200 DM,12,Critical account,Car (new),2366,500 <= ... < 1000 DM,4 <= ... < 7 years,3,Male (separated),None,3,Car or other,36,None,Own,1,Management,1,Yes,Yes,1
< 0 DM,21,Existing credits paid back,Radio/TV,1835,< 100 DM,1 <= ... < 4 years,3,Female (separated/married),None,2,Real estate,25,None,Own,2,Skilled,1,Yes,Yes,2
No checking account,24,Critical account,Car (used),3868,< 100 DM,>= 7 years,4,Female (separated/married),None,2,Car or other,41,None,Rent,2,Management,1,Yes,Yes,1
No checking account,12,Existing credits paid back,Furniture,1768,< 100 DM,1 <= ... < 4 years,3,Male (single),None,2,Real estate,24,None,Rent,1,Unskilled,1,None,Yes,1
>= 200 DM,10,Critical account,Car (new),781,< 100 DM,>= 7 years,4,Male (single),None,4,Unknown or none,63,None,For free,2,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,18,Existing credits paid back,Furniture,1924,Unknown,< 1 year,4,Female (separated/married),None,3,Real estate,27,None,Rent,1,Skilled,1,None,Yes,2
< 0 DM,12,Critical account,Car (new),2121,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Life insurance,30,None,Own,2,Skilled,1,None,Yes,1
< 0 DM,12,Existing credits paid back,Radio/TV,701,< 100 DM,1 <= ... < 4 years,4,Male (married),None,2,Real estate,40,None,Own,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Repairs,639,< 100 DM,1 <= ... < 4 years,4,Male (single),None,2,Car or other,30,None,Own,1,Skilled,1,None,Yes,2
0 <= ... < 200 DM,12,Critical account,Car (used),1860,< 100 DM,Unemployed,4,Male (single),None,2,Car or other,34,None,Own,2,Management,1,Yes,Yes,1
< 0 DM,12,Critical account,Car (new),3499,< 100 DM,1 <= ... < 4 years,3,Female (separated/married),Co-applicant,2,Real estate,29,None,Own,2,Skilled,1,None,Yes,2
0 <= ... < 200 DM,48,Existing credits paid back,Car (new),8487,Unknown,4 <= ... < 7 years,1,Female (separated/married),None,2,Car or other,24,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,36,Delay in paying,Education,6887,< 100 DM,1 <= ... < 4 years,4,Male (single),None,3,Life insurance,29,Stores,Own,1,Skilled,1,Yes,Yes,2
No checking account,15,Existing credits paid back,Furniture,2708,< 100 DM,< 1 year,2,Male (single),None,3,Life insurance,27,Bank,Own,2,Unskilled,1,None,Yes,1
No checking account,18,Existing credits paid back,Furniture,1984,< 100 DM,1 <= ... < 4 years,4,Male (single),None,4,Unknown or none,47,Bank,For free,2,Skilled,1,None,Yes,1
No checking account,60,Existing credits paid back,Radio/TV,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,Female (separated/married),None,4,Real estate,21,None,Own,1,Skilled,1,Yes,Yes,1
No checking account,12,Critical account,Radio/TV,1240,Unknown,>= 7 years,4,Female (separated/married),None,2,Real estate,38,None,Own,2,Skilled,1,Yes,Yes,1
No checking account,27,Delay in paying,Car (used),8613,>= 1000 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,27,None,Own,2,Skilled,1,None,Yes,1
0 <= ... < 200 DM,12,Existing credits paid back,Radio/TV,766,500 <= ... < 1000 DM,1 <= ... < 4 years,4,Male (single),None,3,Real estate,66,None,Own,1,Unskilled,1,None,Yes,2
0 <= ... < 200 DM,15,Critical account,Radio/TV,2728,Unknown,4 <= ... < 7 years,4,Male (single),Guarantor,2,Real estate,35,Bank,Own,3,Skilled,1,Yes,Yes,1
>= 200 DM,12,Existing credits paid back,Radio/TV,1881,< 100 DM,1 <= ... < 4 years,2,Female (separated/married),None,2,Car or other,44,None,Rent,1,Unskilled,1,Yes,Yes,1
>= 200 DM,6,Existing credits paid back,Car (new),709,>= 1000 DM,< 1 year,2,Male (married),None,2,Real estate,27,None,Own,1,Unemployed,1,None,No,1
0 <= ... < 200 DM,36,Existing credits paid back,Radio/TV,4795,< 100 DM,< 1 year,4,Female (separated/married),None,1,Unknown or none,30,None,Own,1,Management,1,Yes,Yes,1
< 0 DM,27,Existing credits paid back,Radio/TV,3416,< 100 DM,1 <= ... < 4 years,3,Male (single),None,2,Car or other,27,None,Own,1,Management,1,None,Yes,1
< 0 DM,18,Existing credits paid back,Furniture,2462,< 100 DM,1 <= ... < 4 years,2,Male (single),None,2,Car or other,22,None,Own,1,Skilled,1,None,Yes,2
No checking account,21,Critical account,Furniture,2288,< 100 DM,< 1 year,4,Female (separated/married),None,4,Life insurance,23,None,Own,1,Skilled,1,Yes,Yes,1
0 <= ... < 200 DM,48,All credits paid back,Business,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,Male (single),None,2,Car or other,30,None,Own,1,Skilled,1,None,Yes,1
< 0 DM,6,Critical account,Car (new),860,< 100 DM,>= 7 years,1,Female (separated/married),None,4,Unknown or none,39,None,Own,2,Skilled,1,Yes,Yes,1
No checking account,12,Critical account,Car (new),682,100 <= ... < 500 DM,4 <= ... < 7 years,4,Female (separated/married),None,3,Car or other,51,None,Own,2,Skilled,1,Yes,Yes,1
< 0 DM,36,Critical account,Furniture,5371,< 100 DM,1 <= ... < 4 years,3,Male (single),Guarantor,2,Life insurance,28,None,Own,2,Skilled,1,None,Yes,1
No checking account,18,Critical account,Radio/TV,1582,>= 1000 DM,>= 7 years,4,Male (single),None,4,Car or other,46,None,Own,2,Skilled,1,None,Yes,1
No checking account,6,Existing credits paid back,Radio/TV,1346,100 <= ... < 500 DM,>= 7 years,2,Male (single),None,4,Unknown or none,42,Bank,For free,1,Skilled,2,Yes,Yes,1
No checking account,10,Existing credits paid back,Radio/TV,1924,< 100 DM,1 <= ... < 4 years,1,Male (single),None,4,Life insurance,38,None,Own,1,Skilled,1,Yes,No,1
>= 200 DM,36,Existing credits paid back,Radio/TV,5848,< 100 DM,1 <= ... < 4 years,4,Male (single),None,1,Car or other,24,None,Own,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,24,Critical account,Car (used),7758,>= 1000 DM,>= 7 years,2,Female (separated/married),None,4,Unknown or none,29,None,Rent,1,Skilled,1,None,Yes,1
0 <= ... < 200 DM,24,Delay in paying,Business,6967,100 <= ... < 500 DM,4 <= ... < 7 years,4,Male (single),None,4,Car or other,36,None,Rent,1,Management,1,Yes,Yes,1
< 0 DM,12,Existing credits paid back,Furniture,1282,< 100 DM,1 <= ... < 4 years,2,Female (separated/married),None,4,Car or other,20,None,Rent,1,Skilled,1,None,Yes,2
< 0 DM,9,Critical account,Repairs,1288,100 <= ... < 500 DM,>= 7 years,3,Male (single),Guarantor,4,Real estate,48,None,Own,2,Skilled,2,None,No,1
< 0 DM,12,All credits paid back,Retraining,339,< 100 DM,>= 7 years,4,Male (married),None,1,Car or other,45,Bank,Own,1,Unskilled,1,None,Yes,1
0 <= ... < 200 DM,24,Existing credits paid back,Car (new),3512,100 <= ... < 500 DM,4 <= ... < 7 years,2,Male (single),None,3,Car or other,38,Bank,Own,2,Skilled,1,Yes,Yes,1
No checking account,6,Critical account,Radio/TV,1898,Unknown,1 <= ... < 4 years,1,Male (single),None,2,Real estate,34,None,Own,2,Unskilled,2,None,Yes,1
No checking account,24,Critical account,Radio/TV,2872,100 <= ... < 500 DM,>= 7 years,3,Male (single),None,4,Real estate,36,None,Own,1,Skilled,2,Yes,Yes,1
No checking account,18,Critical account,Car (new),1055,< 100 DM,< 1 year,4,Female (separated/married),None,1,Life insurance,30,None,Own,2,Skilled,1,None,Yes,1
